autoc,contr,corrm,cprom,cshad,dissi,energ,entro,homom,maxpr,sosvh,savgh,svarh,senth,dvarh,denth,inf1h,inf2h,indnc,idmnc,fibro
12.33441092,0.29209117,0.794698622,22.18829394,3.47899189,0.289740073,0.228938913,1.907151701,0.855521813,0.423246473,12.37349408,6.861219958,29.20610759,1.69859349,0.29209117,0.608503783,-0.391368584,0.777594742,0.967832782,0.995509481,0
3.897652582,0.049765258,0.109263025,0.094889442,-0.065574034,0.049765258,0.89697398,0.265591139,0.975117371,0.946478873,3.861108284,3.946948357,13.86952935,0.23109649,0.049765258,0.19782348,-0.025338702,0.082419132,0.994470527,0.999234381,0
16.21000996,0.326906545,0.764833452,15.70451745,1.089580829,0.322267251,0.176744152,2.018150792,0.83963959,0.307230477,16.24996996,7.9191944,40.12775772,1.781242683,0.326906545,0.640569479,-0.353083001,0.760981732,0.964244075,0.994976966,0
9.363631843,0.311355311,0.661710267,6.378099377,0.343896808,0.308305571,0.237369681,1.761084607,0.846355505,0.425223344,9.425496231,6.019674142,21.6152642,1.537949219,0.311355311,0.626109896,-0.276977371,0.65750801,0.965777711,0.995214058,0
10.01142044,0.313535847,0.677278326,9.223010242,1.008646942,0.30926479,0.247932359,1.789342823,0.84607171,0.447253989,10.07119316,6.223317497,23.35347203,1.562423258,0.313535847,0.62940122,-0.287041771,0.671576109,0.965684514,0.995182387,0
7.491338794,0.306096415,0.603413564,5.259063263,0.667158916,0.302806499,0.253838457,1.619131706,0.84914507,0.384836176,7.560438787,5.388310729,17.14702341,1.399643743,0.306096415,0.622055839,-0.235778495,0.592700826,0.966391388,0.99529529,0
7.334396289,0.278446152,0.56377061,2.55684212,0.123538637,0.27491907,0.290636648,1.483276499,0.863020808,0.441271682,7.390276512,5.34956757,17.49622696,1.287786084,0.278446152,0.594282545,-0.221970906,0.556332266,0.969489747,0.995724736,0
21.91338056,0.248295682,0.748651621,8.867930797,-0.578824903,0.247894666,0.261753336,1.716940583,0.876119503,0.435152386,21.89272541,9.283016976,61.6257683,1.543614251,0.248295682,0.561415573,-0.376608033,0.741046514,0.972460604,0.996180611,0
19.21232522,0.310125811,0.685056139,6.677326726,-0.862783003,0.306866299,0.219860398,1.773373587,0.847082686,0.32831206,19.23186536,8.689082158,52.60222021,1.551649688,0.310125811,0.624765636,-0.292178151,0.674462659,0.965939254,0.995234141,0
19.32422385,0.31985317,0.596929395,4.277078353,-0.180303917,0.31630685,0.243182213,1.688983178,0.842418186,0.368599515,19.34786612,8.737821191,54.24162941,1.45946973,0.31985317,0.633191635,-0.228333359,0.594108166,0.964893727,0.995084543,0
10.91812304,0.279034919,0.781028552,15.48813715,1.736670699,0.278361451,0.218731036,1.883920225,0.860931519,0.402077651,10.95700719,6.456157188,25.00021978,1.68848917,0.279034919,0.593676143,-0.388662792,0.772658718,0.969078433,0.995708069,0
25.43764029,0.322405235,0.674364222,7.222443367,-0.213579738,0.318326958,0.219132638,1.826949032,0.841516234,0.395561316,25.442513,10.02073915,72.66431645,1.594199934,0.322405235,0.636357813,-0.281823559,0.671431676,0.964675652,0.995045456,1
28.30712353,0.327174359,0.679641587,7.61147261,-0.094838221,0.321796869,0.212488546,1.851293715,0.839981419,0.349995901,28.30571334,10.575457,82.0360315,1.613277925,0.327174359,0.641441975,-0.284516621,0.677394,0.964304145,0.994974309,1
5.573475018,0.191069786,0.686876377,3.66729962,0.891863477,0.191069786,0.389584787,1.326987164,0.904465107,0.578195566,5.596878707,4.63202207,12.84557158,1.19454768,0.191069786,0.487770453,-0.343064919,0.650201142,0.978770024,0.997060465,0
41.83338035,0.235622862,0.748804769,8.923484814,-1.397055838,0.235058707,0.275316097,1.636764708,0.882564672,0.410634322,41.75016508,12.88133352,131.8191364,1.471743456,0.235622862,0.547162546,-0.377037774,0.729768464,0.973888634,0.996375799,1
30.44237035,0.264413069,0.830732434,17.7876308,-1.193257564,0.263598516,0.196325803,1.947030895,0.868336501,0.353086252,30.40424776,10.91668929,86.68280039,1.761198534,0.264413069,0.579410964,-0.445815331,0.820208276,0.970720327,0.995933212,1
6.320504835,0.225010381,0.65384418,3.808407665,0.913385518,0.224565462,0.321810206,1.383723056,0.887791422,0.466186154,6.356021785,4.942872397,14.88729389,1.226388615,0.225010381,0.534110973,-0.301447887,0.622957951,0.975053225,0.996538906,0
10.96784765,0.303021143,0.691204622,7.494763133,0.337365376,0.301143866,0.231802188,1.795927418,0.849740946,0.397998632,11.01772206,6.520339819,26.05740384,1.580924526,0.303021143,0.617389131,-0.304113194,0.689106719,0.966560429,0.995340685,0
3.996563574,0.001718213,-0.000859845,0.001706434,-0.001709366,0.001718213,0.996568002,0.013846663,0.999140893,0.998281787,3.935193668,3.998281787,15.88693066,0.012655689,0.001718213,0.012655689,-0.000106691,0.001215482,0.999809087,0.999973566,0
19.45665952,0.284312923,0.743642669,10.6516233,0.787082043,0.282183974,0.230617066,1.834062304,0.859262838,0.400668162,19.46268585,8.727953098,52.28961231,1.631769151,0.284312923,0.60100582,-0.352154881,0.737142387,0.96866988,0.995628845,0
6.957149146,0.138042362,0.786631938,2.984274976,0.252503143,0.138042362,0.358834929,1.278796475,0.930978819,0.450260073,6.945509635,5.177909309,17.11429328,1.183112801,0.138042362,0.401393826,-0.48354808,0.746724373,0.98466196,0.997876271,0
14.23950643,0.245339844,0.838264716,17.32645265,-0.030014469,0.245047442,0.193602855,1.934587627,0.877525013,0.300340648,14.24716044,7.376642933,34.29646156,1.763448034,0.245339844,0.55789544,-0.468196598,0.832780852,0.972775755,0.996225938,0
3.793478261,0.054347826,0.516552811,0.440567437,-0.252355244,0.054347826,0.836188563,0.390637472,0.972826087,0.913043478,3.760264521,3.880434783,12.61351975,0.35296643,0.054347826,0.211123404,-0.274332747,0.341756564,0.993961353,0.99916388,0
7.737591023,0.316768652,0.665108635,8.504336561,1.47547598,0.314472173,0.224510409,1.729191978,0.843087552,0.334413744,7.811078104,5.449048706,17.12231289,1.506040724,0.316768652,0.627718735,-0.283498821,0.659656699,0.965082449,0.995132169,0
8.69262524,0.250746704,0.548641768,2.979649472,0.082246285,0.250746704,0.387503385,1.39021181,0.874626648,0.598722712,8.72691876,5.844734222,22.28173835,1.216407439,0.250746704,0.563153996,-0.220888888,0.540303115,0.972139255,0.996142358,0
46.68244099,0.203739133,0.788306106,9.585463126,-1.050635111,0.203626593,0.305489309,1.618544341,0.89820546,0.50538784,46.57190976,13.60927609,148.9160939,1.476881995,0.203739133,0.505829599,-0.438966225,0.773037593,0.977376073,0.996865705,1
11.75592809,0.30438568,0.66059459,6.119600002,-0.233237086,0.302780955,0.233304367,1.745766804,0.848876977,0.352322584,11.80257697,6.770438909,28.94901461,1.530232847,0.30438568,0.618091198,-0.280076233,0.658532304,0.966375502,0.995319322,0
7.411854548,0.324525065,0.704946407,13.30794277,1.716129818,0.31862499,0.215031346,1.861045704,0.841555779,0.313373504,7.491538849,5.300631852,15.36926117,1.627211655,0.324525065,0.637800419,-0.301314564,0.695173859,0.964659694,0.995019322,0
10.82382519,0.333918734,0.770763608,17.24460123,-0.139053162,0.328927423,0.169392239,2.063994639,0.836368174,0.286686139,10.89091911,6.407013717,23.60751485,1.821370893,0.333918734,0.646271913,-0.355993472,0.76872146,0.963507968,0.994869564,0
1.903464755,0.334050179,0.354567931,2.832903522,0.704498154,0.291995221,0.349494111,1.240979752,0.858096376,0.522102748,2.02867156,2.691995221,3.419181166,1.043325989,0.334050179,0.618569349,-0.110411452,0.367422038,0.967938813,0.995036966,0
14.22916378,0.320773884,0.765347839,14.26170904,-0.248573583,0.317480107,0.177434973,2.002735354,0.84180891,0.298656324,14.27410214,7.404334241,34.1321611,1.77238097,0.320773884,0.633987839,-0.356365126,0.761838165,0.96476103,0.995069488,0
17.04510367,0.300875332,0.551965016,3.278786984,0.084425334,0.298415132,0.304794029,1.567830935,0.851202467,0.511222434,17.06747094,8.212129856,48.09003647,1.352988274,0.300875332,0.616437714,-0.204580406,0.548118704,0.966870099,0.995374488,0
28.61643964,0.301907736,0.669405474,6.415875688,-0.884918614,0.299198525,0.231587775,1.726429889,0.850823111,0.330937688,28.60136304,10.64157511,84.87926541,1.511694503,0.301907736,0.616968746,-0.285147175,0.660918676,0.966785062,0.995359902,0
29.1572459,0.306251739,0.684254545,6.976557191,-0.7724005,0.300901055,0.228213139,1.779715047,0.850381325,0.325107549,29.14283685,10.7378593,85.90434519,1.557950139,0.306251739,0.623398431,-0.295791866,0.678872473,0.966624488,0.995297541,0
53.77522127,0.208030763,0.749687177,4.916654044,-0.645907969,0.207744744,0.285029244,1.517806295,0.896175298,0.386855863,53.65098431,14.62377449,177.0454475,1.372687289,0.208030763,0.511945899,-0.399984688,0.729248469,0.976920429,0.996799915,1
35.49926066,0.276445862,0.688036262,6.381514516,-0.374961159,0.275615146,0.265677136,1.700127331,0.86233088,0.463440163,35.45233749,11.86497533,108.8052682,1.505949347,0.276445862,0.591475609,-0.314274945,0.685194774,0.969385325,0.995748114,1
4.398579877,0.124753591,0.667393718,2.358618425,0.31557654,0.124753591,0.5831402,0.987355271,0.937623205,0.755762964,4.396600046,4.134449049,11.08135568,0.900882671,0.124753591,0.376290393,-0.370324682,0.601299831,0.98613849,0.998080714,0
12.07470041,0.328737334,0.810718974,23.42432412,1.767958617,0.325406006,0.162010206,2.117364332,0.837852219,0.304978485,12.13393683,6.744089206,26.78929616,1.881528523,0.328737334,0.640095693,-0.401205435,0.808992647,0.963880792,0.994947025,0
3.457829213,0.167105032,0.430665807,0.816267606,-0.396076725,0.167105032,0.574571898,0.896235842,0.916447484,0.74487112,3.484049265,3.684902683,8.856006601,0.78040746,0.167105032,0.45126604,-0.162207356,0.382527315,0.981432774,0.997429153,0
28.80794296,0.318959155,0.753485297,13.89123999,0.134686844,0.316069662,0.186246267,1.977602681,0.842446751,0.313352911,28.80136357,10.64339892,81.37382568,1.749297771,0.318959155,0.631970424,-0.348805733,0.75256169,0.964913254,0.995096858,1
6.818089622,0.128385231,0.843594763,5.904132166,1.117316885,0.128385231,0.342133508,1.363562888,0.935807385,0.457649401,6.803026861,5.087969049,16.0553039,1.274573027,0.128385231,0.383305528,-0.553182518,0.804673087,0.985734974,0.998024843,0
41.16759617,0.280382423,0.766436739,15.32477968,-2.249478325,0.279279279,0.225727477,1.836411821,0.860544218,0.356233785,41.10864878,12.76049519,125.8113998,1.638855464,0.280382423,0.595732349,-0.371387375,0.753146321,0.968981226,0.995687922,1
26.45616598,0.311067704,0.708528859,9.500120276,0.889916224,0.30611523,0.227742973,1.839791312,0.847767798,0.415269618,26.45236053,10.21334092,75.78708895,1.613126384,0.311067704,0.628290739,-0.315543924,0.705737251,0.966042224,0.995221066,1
9.370215225,0.209981222,0.690308085,4.812803755,0.288132726,0.208710097,0.364913197,1.447473894,0.895809861,0.5760364,9.380993319,6.045226058,23.64170544,1.302271134,0.209981222,0.513797052,-0.347361176,0.675145093,0.976822975,0.996772565,0
27.62658228,0.242175748,0.79986234,12.17001373,0.492256153,0.241221794,0.227769641,1.820573128,0.879543509,0.392074849,27.58510615,10.41972115,79.08272899,1.650182224,0.242175748,0.555249786,-0.428992043,0.793732001,0.973208067,0.996275643,0
28.53394302,0.31604079,0.754457172,12.60846756,-0.795331134,0.311702816,0.189690803,1.959299254,0.844859448,0.283522175,28.52670522,10.59214956,80.78577175,1.730570063,0.31604079,0.631434661,-0.348012001,0.749656536,0.965414259,0.995144064,1
31.56823806,0.304332833,0.818223834,25.00938764,2.566813463,0.297436001,0.183331067,2.058495986,0.852406115,0.342245122,31.5469838,11.11454826,89.1635619,1.834491157,0.304332833,0.6240778,-0.409998058,0.808765002,0.967027572,0.995328032,1
19.8911371,0.320584617,0.80148616,18.31831836,-0.502222899,0.316471733,0.166185379,2.071598074,0.842445024,0.280612526,19.91458622,8.773589409,50.98616558,1.839838355,0.320584617,0.634915258,-0.393431552,0.798411892,0.964882062,0.995073641,0
29.001776,0.266062677,0.744196289,10.71655572,0.768067473,0.260487388,0.25457709,1.768620229,0.870480944,0.431612787,28.9678866,10.69855222,84.97418757,1.579339507,0.266062677,0.581203594,-0.365621378,0.739423249,0.9711135,0.995921208,1
43.66019733,0.229196417,0.764853058,8.229308708,-0.786022201,0.228385045,0.276710882,1.673030291,0.885942706,0.441516292,43.56943593,13.15863949,137.3667997,1.511897145,0.229196417,0.539797125,-0.40139096,0.753893985,0.974632899,0.996475003,1
40.97678436,0.272861891,0.582818667,2.458789718,-0.194490223,0.271907598,0.281296336,1.496910702,0.86420525,0.395570766,40.91388425,12.77281253,132.5440234,1.305085467,0.272861891,0.588179985,-0.234048486,0.572293627,0.969798648,0.99580342,1
28.80145182,0.257150419,0.674886681,4.901508985,-0.547875574,0.256696724,0.266469712,1.595532694,0.871727254,0.390215316,28.76334074,10.68354789,87.2155688,1.415818577,0.257150419,0.571153633,-0.311479685,0.66702726,0.971483183,0.996044456,1
2.805634647,0.251760827,0.452616267,0.774843956,-0.308631793,0.251760827,0.352392509,1.205522036,0.874119586,0.517158699,2.880395497,3.287277087,5.758828602,1.031014728,0.251760827,0.564261356,-0.156896671,0.430756244,0.972026575,0.996126757,0
25.83947848,0.283155977,0.727598235,7.063522956,-0.155001147,0.281430352,0.213896957,1.782527136,0.859572428,0.363838558,25.82361558,10.09184163,74.22229857,1.581465836,0.283155977,0.599340853,-0.340620648,0.720386618,0.968749135,0.995646097,0
45.37516851,0.178813371,0.682194425,4.028228589,-1.306701257,0.178403836,0.466823992,1.192660987,0.910866338,0.660665836,45.25476156,13.44369742,154.1144325,1.067593612,0.178813371,0.47024231,-0.332298949,0.615056623,0.980181902,0.997249581,1
8.606587463,0.129334492,0.886934393,9.954983501,0.630842548,0.125702695,0.278449881,1.537567478,0.937528115,0.389471651,8.582563577,5.691857433,20.16036831,1.448989888,0.129334492,0.380039396,-0.616011282,0.863465189,0.986066717,0.998024784,0
54.62198736,0.144513411,0.754655706,1.995978435,0.047875561,0.144513411,0.372950505,1.228814295,0.927743294,0.492143376,54.46400016,14.75123488,186.6084811,1.128645231,0.144513411,0.413072787,-0.452403624,0.715879231,0.983942954,0.997776717,1
3.164825828,0.251274427,0.304235135,0.654096696,-0.364019117,0.251274427,0.450715927,1.05189643,0.874362787,0.637850467,3.235598192,3.526975361,7.489543291,0.87772627,0.251274427,0.563730919,-0.077064229,0.28435164,0.972080619,0.99613424,0
4.894954128,0.122426096,0.665482288,1.428232313,0.557123949,0.122392117,0.554822314,0.947483354,0.938809605,0.726877336,4.888137553,4.369520897,12.90880588,0.862488514,0.122426096,0.3717986,-0.366119548,0.588204175,0.986401253,0.998116568,0
30.49807539,0.278635087,0.782043483,12.80636104,-0.744363071,0.277386691,0.203793775,1.895890814,0.861514721,0.329264487,30.46647893,10.95412144,87.92964237,1.699312838,0.278635087,0.594297195,-0.392914573,0.777354536,0.969193128,0.995715001,1
30.71777262,0.303863299,0.843464759,47.61978421,4.220064887,0.295890262,0.175394052,2.098040664,0.853356528,0.292284275,30.69907316,10.93601638,85.64799284,1.876794928,0.303863299,0.624576423,-0.440193348,0.833067868,0.967211235,0.995336767,1
21.01165759,0.211426369,0.689583416,4.030915774,-1.007480345,0.211426369,0.330761349,1.402902029,0.894286815,0.492990992,20.97517243,9.116319026,62.92985893,1.256352438,0.211426369,0.515840382,-0.337485186,0.65896199,0.976508181,0.996747287,0
33.34224475,0.231696905,0.549167203,2.178285832,-0.446874905,0.231412309,0.396838736,1.308771157,0.884341278,0.594432586,33.27827353,11.52408396,108.477282,1.147132712,0.231696905,0.542000685,-0.222278254,0.528320141,0.974290683,0.996435819,1
34.04880196,0.286145525,0.784994272,19.25659741,-2.721983725,0.284321741,0.230785573,1.883819393,0.858143094,0.43123074,34.01117506,11.58040375,100.3826992,1.680550376,0.286145525,0.602288912,-0.383298424,0.768556816,0.96842896,0.995600237,1
33.7417334,0.282885853,0.700907398,7.153903763,-0.072646156,0.282006594,0.242206855,1.749736397,0.859143246,0.415795258,33.70279041,11.56032344,101.7962217,1.550953812,0.282885853,0.59770743,-0.320192469,0.6976936,0.968675703,0.995649104,1
41.16129255,0.209924279,0.806627856,9.701599662,-0.14352505,0.209924279,0.255999306,1.708761886,0.89503786,0.38065318,41.06707717,12.76298649,127.3952902,1.563253464,0.209924279,0.513856329,-0.459811262,0.79969005,0.97667508,0.996770396,1
44.8892277,0.212869986,0.602740306,1.912646178,-0.473933935,0.212239104,0.3773397,1.301229721,0.893985595,0.559153918,44.78691058,13.37576012,150.28238,1.151867205,0.212869986,0.518862982,-0.268748958,0.576497408,0.976424887,0.996725934,1
45.25344023,0.235584014,0.609334651,2.637385705,-0.090271742,0.235375779,0.333317213,1.412709386,0.882346817,0.512485467,45.16168268,13.42679647,149.2758464,1.248727456,0.235584014,0.546476298,-0.27178034,0.598952245,0.973849449,0.996375913,1
39.22867979,0.210161268,0.695705088,3.579583013,-0.094456262,0.210127101,0.320914102,1.452983088,0.894942144,0.494601613,39.13887731,12.48814405,126.1847924,1.307193563,0.210161268,0.514280362,-0.350211062,0.678504175,0.976652924,0.996766796,1
1.966079411,0.296344991,0.365337203,0.705211006,0.251686987,0.296344991,0.324542383,1.252783094,0.851827505,0.480410202,2.071639256,2.742834604,3.512113058,1.047372399,0.296344991,0.607735539,-0.100996975,0.353213088,0.967072779,0.995440846,0
23.93089034,0.31039386,0.719359035,11.67017877,1.336764824,0.308166727,0.218174012,1.846951144,0.846287826,0.379640575,23.93473483,9.702180877,67.12803377,1.625895077,0.31039386,0.624091687,-0.334391162,0.723634429,0.965783999,0.995227733,0
5.674893141,0.126399349,0.82608624,5.009645459,0.498923711,0.126399349,0.379078398,1.325773131,0.936800326,0.538647466,5.665888859,4.636678201,12.87711464,1.238159778,0.126399349,0.379484245,-0.541928028,0.791676624,0.985955628,0.998055395,0
